eduid,id,official_name,official_short,official_address,official_region,official_years,our_name,our_short,our_years
100002109,710262302,Špeciálna základná škola - Speciális Alapiskola ako organizačná zložka Spojenej školy,ŠZŠ ako o.z. Spoj.školy,"Školská 212, Sládkovičovo",Trnavský,"ss:9,zs:10,zs:9,ss:10",,,
100001606,710262310,Špeciálna základná škola s vyučovacím jazykom maďarským - Speciális Alapiskola ako organizačná zložka Spojenej školy,ŠZS s VJM ako o.z. Spoj.školy,"Námestie sv. Štefana 3, Dunajská Streda",Trnavský,"ss:9,zs:10,zs:9,ss:10",,,
100001776,710262329,Špeciálna základná škola internátna - Bentlakásos Speciális Alapiskola ako organizačná zložka Spojenej školy,ŠZŠ int. ako o.z. Spoj.školy,"Gorkého ulica 4, Okoč",Trnavský,"ss:9,zs:10,zs:9,ss:10",,,
100001407,710262337,Stredná odborná škola pôdohospodárska a veterinárna ako organizačná zložka Spojenej školy,SŠ-SOŠ,"ul. SNP 30, Ivanka pri Dunaji",Bratislavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100001502,710262345,"Špeciálna základná škola, ako organizačná zložka Spojenej školy",SŠ - špeciálna ZŠ,"Trnavská 2, Senec",Bratislavský,"ss:9,zs:10,zs:9,ss:10",,,
100001239,710262361,"Špeciálna základná škola, ako organizačná zložka Spojenej školy",SŠ - Špeciálna ZŠ,"Komenského 25, Pezinok",Bratislavský,"ss:9,zs:10,zs:9,ss:10",,,
100001051,710262370,"Základná škola  Mansveta Olšovského, ako organizačná zložka Spojenej škola sv. Františka Assiského",SŠ-ZŠ Mansveta Olšovského,"Kláštorné nám. 1, Malacky",Bratislavský,"ss:9,zs:9",,,
100001063,710262388,"Špeciálna základná škola, ako organizačná zložka Spojenej školy",SŠ - Špeciálna ZŠ,"Pribinova 1, Malacky",Bratislavský,"ss:9,zs:10,zs:9,ss:10",,,
100000854,710262396,"Základná škola Svätej Rodiny, ako organizačná zložka Spojenej školy Svätej Rodiny",SŠ-ZŠ Svätej Rodiny,"Gercenova 10, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000662,710262418,"Špeciálna základná škola, ako organizačná zložka Spojenej školy",SŠ - Špeciálna ZŠ,"J. Valašťana Dolinského 1, Bratislava-Dúbravka",Bratislavský,"ss:9,zs:10,zs:9,ss:10",,,
100000765,710262426,"Základná škola pre žiakov so zrakovým postihnutím internátna, ako organizačná zložka Spojenej školy internátnej",SŠ -  ZŠI zrak.postih.,"Svrčia 6, Bratislava-Karlova Ves",Bratislavský,"ss:9,ss:10,zs:10,zs:9",,,
100000703,710262434,"Špeciálna základná škola pre žiakov s telesným postihnutím, ako organizačná zložka Spojenej školy",SŠ - špeciálna ZŠ pre TP,"Dúbravská cesta 1, Bratislava-Karlova Ves",Bratislavský,"ss:9,zs:10,zs:9,ss:10",,,
100000769,710262442,"Základná škola, ako organizačná zložka Spojenej školy",SŠ-Základná škola,"Tilgnerova 14, Bratislava-Karlova Ves",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000750,710262450,"Obchodná akadémia pre žiakov s telesným postihnutím, ako organizačná zložka Spojenej školy",SŠ - OA preTP,"Mokrohájska cesta 3, Bratislava-Karlova Ves",Bratislavský,"ss:1,ss:4,ss:3,ss:2,ss:5",,,
100000666,710262469,"Súkromná základná škola s materskou školou British International School Bratislava, ako organizačná zložka Súkromnej spojenej školy British International School Bratislava",SSŠ BIS - ZŠ,"J. Valašťana Dolinského 1, Bratislava-Dúbravka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000716,710262477,"Základná škola sv. Františka z Assisi, ako organizačná zložka Spojenej školy sv. Františka z Assisi",SŠ- ZŠ sv.Františka,"Karloveská 32, Bratislava-Karlova Ves",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000537,710262485,"Základná škola Jána de La Salle, ako organizačná zložka Spojenej školy de La Salle",SŠ-ZŠ de La Salle,"Detvianska 24, Bratislava-Rača",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000447,710262493,"Základná škola pre žiakov so sluchovým postihnutím Gejzu Slaninku internátna, ako organizačná zložka Spojenej školy internátnej",SŠ - ZŠ sluch.pos.-int.,"Hrdličkova 17, Bratislava-Nové Mesto",Bratislavský,"ss:9,ss:10,zs:10,zs:9",,,
100000208,710262507,"Gymnázium, ako organizačná zložka Spojenej školy sv. Vincenta de Paul",SŠ-Gymnázium,"Bachova 4, Bratislava-Ružinov",Bratislavský,"gym:8,gym:4",,,
100000309,710262515,"Gymnázium Jura Hronca, ako organizačná zložka Spojenej školy",SŠ-Gymnázium,"Novohradská 3, Bratislava-Ružinov",Bratislavský,"gym:8,gym:5,gym:4",,,
100000143,710262531,"Súkromné gymnázium Cambridge International School,  ako organizačná zložka Súkromnej spojenej školy Cambridge International School",SŠ-Gymnázium Cambridge,"Úprkova 3, Bratislava-Staré Mesto",Bratislavský,gym:5,,,
100017369,710262671,Elokované pracovisko ako súčasť Špeciálnej základnej školy,EP - ŠZŠ,"Eremburgova 10, Lučenec",Banskobystrický,"ss:9,zs:10,zs:9,ss:10",,,
100017368,710262680,Elokované pracovisko ako súčasť Špeciálnej základnej školy,EP - ŠZŠ,"Dukelských hrdinov 2, Lučenec",Banskobystrický,"ss:9,zs:10,zs:9,ss:10",,,
100017366,710262701,Elokované pracovisko ako súčasť Špeciálnej základnej školy internátnej - Bentlakásos Speciális Alapiskola,EP - ŠZŠI,"ul. Obrancov mieru 9, Fiľakovo",Banskobystrický,"ss:9,zs:10,zs:9,ss:10",,,
100017364,710262728,Elokované pracovisko ako súčasť Špeciálnej základnej školy pre žiakov s telesným postihnutím,EP - ŠZŠ pre ž. s TP,"Štúrova 12, Detva",Banskobystrický,"ss:9,zs:10,zs:9,ss:10",,,
100017362,710262744,Elokované pracovisko ako súčasť Špeciálnej základnej školy,EP - ŠZŠ,"Dukelských hrdinov 21, Žiar nad Hronom",Banskobystrický,"ss:9,zs:10,zs:9,ss:10",,,
100017871,710262760,Odborné učilište ako organizačná zložka Spojenej školy,Spojená škola - OU,"Pod papierňou 2671, Bardejov",Prešovský,ss:3,,,
100017587,710262787,Elokované pracovisko ako súčasť Základnej školy s materskou školou,EP - ZŠ s MŠ - ZŠ,"SNP 56, Krompachy",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100017789,710262825,Elokované pracovisko ako súčasť Základnej školy,EP - ZŠ,"Dolina 43, Košice-Poľov",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100017552,710262922,Elokované pracovisko ako súčasť Spojenej školy (ŠZŠ pre žiakov s TP),EP - SŠ (ŠZŠ),"Rekreačná cesta 393, Nová Baňa",Banskobystrický,"ss:9,zs:10,zs:9,ss:10",,,
100017630,710262990,Elokované pracovisko ako súčasť Cirkevnej spojenej školy MARIANUM,EP Spojená cirk. škola - MŠ,"Rozmarínová 2, Komárno",Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100017566,710263015,Odborné učilište ako súčasť Reedukačného centra,OU ako súč.RC,"Zámok 9, Hlohovec",Trnavský,"ss:3,ss",,,
100017608,710263465,Základná škola,Základná škola,Mlynčeky,Prešovský,"zs:10,zs:9",,,
100017750,710263791,Elokované pracovisko ako súčasť Strednej odbornej školy techniky a služieb,EP - SOŠ techniky a služieb,Rudňany,Košický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100017673,710263899,Elokované pracovisko ako súčasť Súkromnej strednej odbornej školy ELBA,EP - SSOŠ,Varhaňovce,Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100017666,710263945,Základná škola,Základná škola,"Hlavná 78, Ostrovany",Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100017886,710264119,Elokované pracovisko ako súčasť Cirkevnej spojenej školy MARIANUM,EP Spojená cirk. škola -  ZŠ,"Eötvösova ul. 10, Komárno",Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100017874,710264135,Elokované pracovisko ako súčasť Reedukačného centra,EP Reeduk. centrum,"Nám. kpt. Nálepku 612, Vráble",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100017797,710264194,Elokované pracovisko ako súčasť Špeciálnej základnej školy,EP Špec. ZŠ,"Nám. Andreja Cabana 36, Komjatice",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100017714,710264437,Elokované pracovisko ako súčasť Spojenej školy sv. Františka z Assisi,EP-ZŠ sv. Františka z Assisi,"Veternicová 20, Bratislava-Karlova Ves",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100017758,710264690,Špeciálna základná škola ako organizačná zložka Spojenej školy,ŠZŠ ako organizačná zložka Spojenej školy,"Ul. J. Kollára 3, Nové Mesto nad Váhom",Trenčiansky,"ss:9,zs:10,zs:9,ss:10",,,
100017848,710264747,Špeciálna základná škola ako organizačná zložka Spojenej školy internátnej,ŠZŠ pri Spojenej škole inter.,"Mičurova 1, Bytča",Žilinský,"ss:9,zs:10,zs:9,ss:10",,,
100017814,710264968,Odborné učilište pri Reedukačnom centre,OU pri RC,"Mierová 137, Tornaľa",Banskobystrický,"ss:3,zs",,,
100017773,710265026,Špecialna základná škola ako organizačná zložka Spojenej školy,ŠZŠ ako organizačná zložka Spojenej školy,"Školská 1, Dubnica nad Váhom",Trenčiansky,"ss:9,zs:10,zs:9,ss:10",,,
100017767,710265050,Špecialna základná škola ako organizačná zložka Spojenej školy,ŠZŠ ako organizačná zložka Spojenej školy,"Továrenská 1, Myjava",Trenčiansky,"ss:9,zs:10,zs:9,ss:10",,,
100017805,710265344,Špeciálna základná škola s materskou školou internátnou ako organizačná zložka Spojenej školy internátnej,ŠZŠ s MŠ internátna,"Duchnovičova 479, Medzilaborce",Prešovský,"ss:9,zs:10,zs:9,ss:10",,,
100017826,710265387,Súkromná základná škola s materskou školou pre žiakov a deti s autizmom ako organizačná zložka Súkromnej spojenej školy,Súkromná ZŠ s MŠ - Spoj. škola,"Vodárenská 3, Prešov",Prešovský,"ss:9,zs:10,zs:9,ss:10",,,
100017859,710265670,Elokované pracovisko ako súčasť Spojenej školy internátnej,EP pri SŠ inter.,"Mičurova 3, Bytča",Žilinský,"ss:9,zs:10,zs:9,ss:10",,,
100017870,710265727,Odborné učilište ako organizačná zložka Spojenej školy,Spojená škola - OU,"Tehelná 23, Lipany",Prešovský,ss:3,,,
100017884,710265891,Elokované pracovisko ako súčasť Základnej školy s materskou školou,EP - ZŠ s MŠ (ZŠ),"Roškovce 55, Doľany",Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100017915,710265921,Elokované pracovisko ako súčasť Spojenej školy internátnej,EP Spoj. šk. int.,"Hlavná 287, Klasov",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100017914,710265930,Elokované pracovisko ako súčasť Spojenej školy internátnej,EP Spoj. šk. int.,"Hlavná 69, Vinodol",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100017912,710265956,Elokované pracovisko ako súčasť Spojenej školy internátnej,EP Spoj. šk. int.,"Topoľová 6, Nitra",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100017911,710265964,Elokované pracovisko ako súčasť Spojenej školy internátnej,EP Spoj. šk. int.,"Dlhá 179, Nitra",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100017910,710265972,Elokované pracovisko ako súčasť Spojenej školy internátnej,EP Spoj. šk. int.,"Novozámocká 129, Nitra",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100017908,710265999,Elokované pracovisko ako súčasť Spojenej školy,EP - ŠZŠ - Spoj. školy,"Slnečná 2, Zlaté Moravce",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100017893,710266006,Elokované pracovisko ako súčasť Cirkevnej spojenej školy MARIANUM,EP Spojená cirk.škola -  ZŠ,"Palatínova 47, Komárno",Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100017903,710266162,Elokované pracovisko ako súčasť Základnej školy,EP - ZŠ,"Medická 2447, Trebišov",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100017958,710266448,"Základná škola pre žiakov s autizmom sv. Maximiliána Mária Kolbeho, ako organizačná zložka Spojenej školy sv. Maximiliána Mária Kolbeho",Spoj.škola sv. MMK - ZŠ pre žiakov s autizmom,"Gaštanová 11, Spišská Nová Ves",Košický,"ss:9,zs:10,zs:9,ss:10",,,
100017935,710266502,Odborné učilište ako organizačná zložka Spojenej školy internátnej,Spojená škola int.-OU,"M. R. Štefánika 140, Vranov nad Topľou",Prešovský,ss:3,,,
100018159,710266618,Elokované pracovisko ako súčasť Gymnázia Andreja Vrábla,EP Gymnázium,"M.R.Štefánika 67, Levice",Nitriansky,"gym:8,gym:4",,,
100018008,710266820,Elokované pracovisko Ihľany ako súčasť Súkromnej spojenej školy,EP - Súkr. spojená škola (SOŠ),"128, Ihľany",Prešovský,"ss:1,ss:9,ss:3,ss:2",,,
100018005,710266847,Elokované pracovisko Krížova Ves ako súčasť Súkromnej spojenej školy,EP - Súkr. spojenej školy (SOŠ),"151, Krížová Ves",Prešovský,"ss:1,ss:9,ss:3,ss:2",,,
100018001,710266863,Elokované pracovisko Podhorany ako súčasť Súkromnej spojenej školy,EP - Súkr. spojená škola (SOŠ),"12, Podhorany",Prešovský,"ss:1,ss:9,ss:3,ss:2",,,
100017991,710266871,Elokované pracovisko Podsadek ako súčasť Súkromnej spojenej školy,EP - Súkr. spoj. škola (SOŠ),"Podsadek 32A, Stará Ľubovňa",Prešovský,"ss:1,ss:9,ss:3,ss:2",,,
100017990,710266880,"Súkromné odborné učilište ako organizačná zložka Súkromnej spojenej školy, Biela voda",Súkromná spojená škola - OU,"Nad traťou 28, Kežmarok",Prešovský,"ss:1,ss:9,ss:3,ss:2",,,
100017989,710266898,"Súkromná stredná odborná škola ako organizačná zložka Súkromnej spojenej školy, Biela voda",Súkromná spoj. škola - SSOŠ,"Nad traťou 28, Kežmarok",Prešovský,"ss:1,ss:9,ss:3,ss:2",,,
100018254,710267266,Elokované pracovisko ako súčasť Základnej školy,EP ako súčasť ZŠ,"Komenského 1, Stará Turá",Trenčiansky,"zs:10,ss:9,zs:9,ss:10",,,
100017998,710267452,Základná škola pre žiakov s narušenou komunikačnou schopnosťou internátna ako organizačná zložka SŠ internátnej,Spojená škola - ZŠ pre ž. s NKS inter.,"Dr. Herza 6, Lučenec",Banskobystrický,"ss:9,zs:10,zs:9,ss:10",,,
100017997,710267460,Základná škola pre žiakov so sluchovým postihnutím internátna ako organizačná zložka SŠ internátnej,Spojená škola - ZŠ pre ž. so SP inter.,"Karola Supa 48, Lučenec",Banskobystrický,"ss:9,zs:10,zs:9,ss:10",,,
100017919,710267614,Základná škola pre žiakov s narušenou komunikačnou schopnosťou ako organizačná zložka Spojenej školy,Spoj. škola - ZŠ pre žiakov s NKS,"J. Fabiniho 3, Spišská Nová Ves",Košický,"ss:9,zs:10,zs:9,ss:10",,,
100018060,710267630,Elokované pracovisko ako súčasť Strednej odbornej školy služieb a priemyslu sv. Jozafáta,EP - SOŠ SaP sv.Jozafáta,"Staničná 131, Veľaty",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100012816,710267827,Gymnázium sv. Mikuláša ako organizačná zložka Katolíckej spojenenej školy sv. Mikuláša,Gym. - Katolícka spoj. škola sv. Mikuláša,"Duklianska 16, Prešov",Prešovský,"gym:8,gym:4",,,
100018180,710268270,Elokované pracovisko ako súčasť Spojenej školy,EP - Spoj.škola - SOŠ,"Lesná 18, Bačkov",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100018176,710268297,Elokované pracovisko ako súčasť Základnej školy s materskou školou,EP - ZŠ s MŠ (ZŠ),Bidovce,Košický,"zs:10,ss:9,zs:9,ss:10",,,
100018161,710269005,Základná škola ako organizačná zložka Spojenej školy,ZŠ - Spojená škola,"Mierová 134, Svit",Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100018175,710269145,Elokované pracovisko ako súčasť Strednej odbornej školy obchodu a služieb,EP ako súčasť SOŠ obchodu a služieb,"Dlhé Lúky 1, Hrnčiarovce nad Parnou",Trnavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100018181,710269170,Elokované pracovisko ako súčasť Súkromnej základnej školy Esprit,EP-ZŠ Esprit,"Borodáčova 2, Bratislava-Ružinov",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100018322,710269315,Elokované pracovisko ako súčasť Strednej odbornej školy technickej,EP ako súčasť SOŠ technickej,"Mierové námestie č., Ilava",Trenčiansky,"ss:1,ss:9,ss:2,ss:3",,,
100018209,710269471,Odborné učilište internátne ako organizačná zložka Spojenej školy,OU int. ako o.z. Spoj.školy,"Lomonosovova, Trnava",Trnavský,"ss:3,zs",,,
100018208,710269480,Špeciálna základná škola internátna ako organizačná zložka Spojenej školy,ŠZŠ i. ako o.z. Spoj.školy,"Lomonosovova, Trnava",Trnavský,"ss:9,zs:10,zs:9,ss:10",,,
100018240,710269544,Základná škola pre žiakov autizmom ako organizačná zložka Spojenej školy,ZŠ pre autistov ako o.z. SŠ,"Hálkova 54, Bratislava-Nové Mesto",Bratislavský,"ss:9,zs:10,zs:9,ss:10",,,
100018239,710269552,Špeciálna základná škola ako organizačná zložka Spojenej školy,Špeciálna ZŠ ako o.z. SŠ,"Hálkova 54, Bratislava-Nové Mesto",Bratislavský,"ss:9,zs:10,zs:9,ss:10",,,
100018233,710269609,Základná škola internátna pre žiakov s narušenou komunikačnou schopnosťou ako organizačná zložka Spojenej školy internátnej,ZŠ internátna pre žiakov s NKS,"Vlastenecké nám. 1, Bratislava-Petržalka",Bratislavský,"ss:9,zs:10,zs:9,ss:10",,,
100018457,710269781,Elokované pracovisko ako súčasť Súkromnej základnej školy,EP pri Súkr. ZŠ,"Bystrická cesta, Ružomberok",Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100018271,710269862,Elokované pracovisko ako súčasť Základnej školy s materskou školou,EP pri ZŠ s MŠ - ZŠ,"Priehradná, Martin",Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100018273,710270011,Elokované pracovisko ako súčasť Základnej školy s materskou školou,EP - ZŠ s MŠ (ZŠ),"Školská 21A, Vikartovce",Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100018304,710270313,Súkromná základná škola pre žiakov s autizmom ako organizačná zložka Súkromnej spojenej školy,Spojená škola - ZŠpŽsA,"Záhradná 12, Detva",Banskobystrický,"ss:9,zs:10,zs:9,ss:10",,,
100018314,710270364,Špeciálna základná škola internátna ako organizačná zložka Spojenej školy internátnej,Spojená škola - ŠZŠ,"Palárikova 1, Snina",Prešovský,"ss:9,zs:10,zs:9,ss:10",,,
100018349,710270429,Elokované pracovisko ako súčasť Strednej odbornej školy služieb a priemyslu sv. Jozafáta,EP - SOŠ SaP sv.Jozafáta,"Medická, Trebišov",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100018329,710270453,Špeciálna základná škola ako organizačná zložka Spojenej školy internátnej,Spoj. škola int. - ŠZŠ,"Breziny 256, Prakovce",Košický,"ss:9,zs:10,zs:9,ss:10",,,
100018347,710270666,Základná škola pre žiakov s narušenou komunikačnou schopnosťou ako organizačná zložka Spojenej školy,ZŠ pre žiakov s narušenou komunikačnou schopnosťou ako o.z. SS,"Beethovenova, Trnava",Trnavský,"ss:9,zs:10,zs:9,ss:10",,,
100018361,710270755,Základná škola ako súčasť Liečebno-výchovného sanatória,Základná škola pri LVS,"Mojmírovská 70, Poľný Kesov",Nitriansky,"ss:9,ss:10,zs:10,zs:9",,,
100018367,710270950,Základná škola pre žiakov s narušenou komunikačnou schopnosťou ako organizačná zložka Spojenej školy,Spoj. škola - ZŠ s NKS,"Odborárska 2, Košice-Sever",Košický,"ss:9,ss:10,zs:10,zs:9",,,
100018366,710270968,Špeciálna základná škola - organizačná zložka Spojenej školy,Spoj. škola - ŠZŠ,"Odborárska 2, Košice-Sever",Košický,"ss:9,zs:10,zs:9,ss:10",,,
100018427,710271182,Odborné učilište sv. Klementa Hofbauera internátne ako organizačná zložka Spojenej školy sv. Klementa Hofbauera internátnej,Spoj. škola - OU sv. Klementa Hofbauera int.,"Kláštorná 2, Podolínec",Prešovský,ss:3,,,
100018425,710271190,Špeciálna základná škola sv. Klementa Hofbauera internátna ako organizačná zložka Spojenej školy sv. Klementa Hofbauera internátnej,Spoj. škola - ŠZŠ sv. Klementa Hofbauera int.,"Kláštorná 2, Podolínec",Prešovský,"ss:9,zs:10,zs:9,ss:10",,,
100018406,710271301,Elokované pracovisko ako súčasť Strednej odbornej školy lesníckej,EP - SOŠ lesnícka,"Močidlany 36, Jarovnice",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100018420,710271476,Elokované pracovisko ako súčasť Základnej školy J. G. Tajovského,EP-ZŠ,"Kysucká 14, Senec",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100018513,710271620,Základná škola,Základná škola,Dubové,Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100018525,710271891,Základná škola - Alapiskola,Základná škola - Alapiskola,Žirany,Nitriansky,"zs:10,zs:9",,,
100018563,710271948,Gymnázium ako organizačná zložka Spojenej školy,Gymnázium ako o.z. Spojenej šk.,"Slančíkovej 2, Nitra",Nitriansky,"gym:8,gym:5,gym:4",,,
100018695,710272669,Stredná odborná škola sklárska ako organizačná zložka Spojenej školy,SOŠ sklárska  Spoj.šk.,"I.Krasku 491, Púchov",Trenčiansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100018696,710272715,Stredná odborná škola ako organizačná zložka Spojenej školy,SOŠ Spoj.šk.,"I.Krasku 491, Púchov",Trenčiansky,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100018500,710272804,Elokované pracovisko ako súčasť Evanjelickej spojenej školy,EP pri Evanjelickej SŠ-ZŠ,"M. R. Štefánika, Martin",Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100018561,710273070,Súkromná základná škola ako organizačná zložka Spojenej školy,Súkromná základná škola,"Rovná 15, Poprad",Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100018560,710273088,Súkromné gymnázium ako organizačná zložka Spojenej školy,Súkromné gymnázium,"Rovná 15, Poprad",Prešovský,"gym:8,gym:5,gym:4",,,
100018567,710273118,Odborné učilište pre žiakov so sluchovým postihnutím ako organizačná zložka Spojenej školy internátnej,OU sluch. postih,"Koceľova 26, Bratislava-Ružinov",Bratislavský,ss:3,,,
100018566,710273126,Stredná odborná škola pre žiakov so sluchovým postihnutím ako organizačná zložka Spojenej školy internátnej,SOŠ sluch. postih,"Koceľova 26, Bratislava-Ružinov",Bratislavský,"ss:1,ss:4,ss:3,ss:2",,,
100018589,710273533,Špeciálna základná škola pre žiakov so sluchovým postihnutím internátna ako organizačná zložka Spojenej školy internátnej,SŠI - ŠZŠ so SP int.,"Československej armády 1, Kremnica",Banskobystrický,"ss:9,zs:10,zs:9,ss:10",,,
100018588,710273541,Základná škola pre žiakov s narušenou komunikačnou schopnosťou internátna ako organizačná zložka Spojenej školy internátnej,SŠI - ZŠ s NKS int.,"Československej armády 1, Kremnica",Banskobystrický,"ss:9,ss:10,zs:10,zs:9",,,
100018587,710273550,Základná škola pre žiakov so sluchovým postihnutím internátna Viliama Gaňu ako organizačná zložka Spojenej školy internátnej,SŠI-ZŠ so SP int. V.G.,"Československej armády 1, Kremnica",Banskobystrický,"ss:9,ss:10,zs:10,zs:9",,,
100018597,710273584,Stredná odborná škola sv. Františka Assiského ako organizačná zložka Katolíckej spojenej školy sv. Františka Assiského,Kat.spojená škola - SOŠ,"Gwerkovej-Göllnerovej 9, Banská Štiavnica",Banskobystrický,"ss:9,ss:4",,,
100001179,710273592,Základná škola,Základná škola,"Doľany, Doľany",Bratislavský,"zs:10,zs:9",,,
100018605,710273649,Základná škola pri zdravotníckom zariadení ako organizačná zložka Spojenej školy internátnej,Spoj. škola - ZŠ pri ZZ,"Probstnerova cesta 2, Levoča",Prešovský,"ss:9,ss:10,zs:10,zs:9",,,
100018603,710273657,Odborné učilište ako organizačná zložka Spojenej školy internátnej,Spojená škola internátna - OU,"Duchnovičova 479, Medzilaborce",Prešovský,ss:3,,,
100018602,710273665,Odborné učilište ako organizačná zložka Spojenej školy,Spojená škola - OU,"SNP 15, Sabinov",Prešovský,ss:3,,,
100018607,710273681,Základná škola pri zdravotníckom zariadení ako organizačná zložka Spojenej školy,ZŠ pri ZZ - Spoj. škola,"M. R. Štefánika 177B, Vranov nad Topľou",Prešovský,"ss:9,ss:10,zs:10,zs:9",,,
100018619,710273690,Elokované pracovisko ako súčasť Základnej školy,EP - ZŠ,Krížová Ves,Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100018627,710273720,Elokované pracovisko ako súčasť Základnej školy,EP ako súčasť ZŠ,Kvetoslavov,Trnavský,"zs:10,ss:9,zs:9",,,
100018630,710273738,Základná škola pre žiakov s narušenou komunikačnou schopnosťou - Alapiskola Beszédben Akadályozott Tanulók Számára ako organizačná zložka Spojenej školy,ZŠ pre žiakov s narušenou komunikačnou schopnosťou ako o.z. SS,"Školská, Sládkovičovo",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100018756,710273789,Základná škola Jána Kollára ako organizačná zložka Spojenej školy,Základná škola pri SŠ,"Kollárovo námestie 3, Mošovce",Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100018645,710273908,Špeciálna základná škola ako organizačná zložka Spojenej školy internátnej,Spojená škola int.-ŠZŠ,"Třebíčska 16, Humenné",Prešovský,"ss:9,zs:10,zs:9,ss:10",,,
100018658,710274050,Gymnázium sv. Uršule ako organizačná zložka Spojenej školy sv. Uršule,SŠ - Gymnázium sv. Uršule,"Nedbalova 4, Bratislava-Staré Mesto",Bratislavský,"gym:8,gym:4",,,
100018656,710274068,Základná škola s materskou školou sv. Uršule ako organizačná zložka Spojenej školy sv. Uršule,SŠ - Základná škola s MŠ sv. Uršule,"Nedbalova 4, Bratislava-Staré Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100018677,710274106,Elokované pracovisko ako súčasť Spojenej školy,SŠ - EP ZŠ,"Višňová 1755, Malinovo",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100018674,710274114,Elokované pracovisko ako súčasť Spojenej školy,SŠ - EP ZŠ,"Školská 11, Malinovo",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100018668,710274173,Základná škola ako organizačná zložka Spojenej školy,SŠ - Základná škola,"Bratislavská 44, Malinovo",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100018667,710274181,Stredná odborná škola zahradnícka ako organizačná zložka Spojenej školy,SŠ - SOŠ záhradnícka,"Bratislavská 44, Malinovo",Bratislavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100018737,710274572,Elokované pracovisko ako súčasť Základnej školy,EP - ZŠ,"Levočská 22, Stará Ľubovňa",Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100019025,710274645,"Stredná odborná škola techniky, gastronómie a remesiel ako organizačná zložka Spojenej školy","SŠ - SOŠ techniky, gastronómie a remesiel","Jarmočná 108, Stará Ľubovňa",Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100019027,710274653,Obchodná akadémia ako organizačná zložka Spojenej školy,SŠ - Obchodná akadémia,"Jarmočná 132, Stará Ľubovňa",Prešovský,"ss:9,ss:5,ss:4",,,
100019029,710274670,Elokované pracovisko ako súčasť Spojenej školy,EP - Spojená škola,Lomnička,Prešovský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
